SourceHash,RawStoredPath,AsOfLocal,AsOfTimeZone,AccountId,MaskedAccount,AccountLabel,PositionRaw,Symbol,Quantity,LotCount,DateAcquired,Term,CostBasis,ULPrice,ULChange,Mark,MarkChange,NetCostBasis,TodaysNetGain,OpenNetGain,MarketValue,Bid,Ask,EarningsDate
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001003,x1003,Partnership / LLC / LLP - x1003,IAUM +55 Shares (1 lot),IAUM,55,1,10/27/2025,Short term,3.984,4.196,0.004,4.196,0.004,3.984,0.22,11.66,230.78,4.17,4.207,--
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001003,x1003,Partnership / LLC / LLP - x1003,LITE +9 Shares (3 lots),LITE,9,3,03/23/2026,Short term,75.9697777778,92.156,3.197,92.156,3.197,75.9697777778,28.773,145.676,829.404,91.8,92.1,2026-08-12
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001003,x1003,Partnership / LLC / LLP - x1003,MDLZ +15 Shares (1 lot),MDLZ,15,1,06/12/2026,Short term,6.332,6.299,-0.037,6.299,-0.037,6.332,-0.495,-0.495,94.485,6.249,6.308,2026-07-28
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001003,x1003,Partnership / LLC / LLP - x1003,MU +15 Shares (2 lots),MU,15,2,03/24/2026,Short term,40.3296666667,98.161,-1.426,98.161,-1.426,40.3296666667,-21.39,867.47,1472.415,98.95,99,2026-06-24
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001003,x1003,Partnership / LLC / LLP - x1003,PPLT +70 Shares (1 lot),PPLT,70,1,11/11/2025,Short term,1.4420571429,1.554,-0.009,1.554,-0.009,1.4420571429,-0.63,7.836,108.78,1.551,1.57,--
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001003,x1003,Partnership / LLC / LLP - x1003,PSTL +200 Shares (1 lot),PSTL,200,1,06/05/2026,Short term,2.27146,2.389,0.03,2.389,0.03,2.27146,6,23.508,477.8,2.3,2.45,2026-08-03
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001003,x1003,Partnership / LLC / LLP - x1003,SHLD +300 Shares (1 lot),SHLD,300,1,04/04/2025,Long term,4.401,6.382,-0.133,6.382,-0.133,4.401,-39.9,594.3,1914.6,6.39,6.5,2018-11-30
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001003,x1003,Partnership / LLC / LLP - x1003,SLV +70 Shares (3 lots),SLV,70,3,10/17/2025,Short term,5.9709285714,6.129,0.047,6.129,0.047,5.9709285714,3.29,11.065,429.03,6.145,6.15,--
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001003,x1003,Partnership / LLC / LLP - x1003,SPMO +235 Shares (3 lots),SPMO,235,3,04/16/2026,Short term,14.4162978723,15.248,0.19,15.248,0.19,14.4162978723,47.85,195.45,3583.28,15.268,15.3,--
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001003,x1003,Partnership / LLC / LLP - x1003,SYF +50 Shares (1 lot),SYF,50,1,09/16/2024,Long term,4.70876,7.336,0.103,7.336,0.103,4.70876,5.15,131.362,366.8,6.9,7.4,2026-07-21
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001003,x1003,Partnership / LLC / LLP - x1003,TSLA +20 Shares (1 lot),TSLA,20,1,04/16/2026,Short term,38.299,40.643,0.728,40.643,0.728,38.299,14.56,46.88,812.86,40.6,40.61,2026-07-22
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,AEM +40 Shares (2 lots),AEM,40,2,06/09/2026,Short term,15.40925,16.264,0.488,16.264,0.488,15.40925,19.52,34.19,650.56,16.264,16.35,2026-07-29
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,AGX +8 Shares (2 lots),AGX,8,2,05/07/2026,Short term,67.167625,64.168,1.802,64.168,1.802,67.167625,14.416,-23.997,513.344,63,65.243,2026-09-03
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,AMD +5 Shares (1 lot),AMD,5,1,06/04/2026,Short term,52.32,51.157,2.312,51.157,2.312,52.32,11.56,-5.815,255.785,51.45,51.5,2026-08-04
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,AMZN +185 Shares (11 lots),AMZN,185,11,04/30/2026,Short term,25.8519891892,23.855,-0.296,23.855,-0.296,25.8519891892,-54.76,-369.443,4413.175,23.865,23.867,2026-07-30
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,APP +12 Shares (2 lots),APP,12,2,06/10/2026,Short term,49.5115,49.677,1.82,49.677,1.82,49.5115,21.84,1.986,596.124,49.5,49.667,2026-08-06
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,ARE +700 Shares (9 lots),ARE,700,9,10/13/2025,Short term,5.4361435714,5.317,0.04,5.317,0.04,5.4361435714,28,-83.4005,3721.9,5.155,5.388,2026-08-03
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,ARKX +300 Shares (1 lot),ARKX,300,1,06/12/2026,Short term,3.404,3.378,-0.067,3.378,-0.067,3.404,-7.8,-7.8,1013.4,3.381,3.394,--
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,ASML +2 Shares (1 lot),ASML,2,1,06/10/2026,Short term,180.7745,186.355,-3.593,186.355,-3.593,180.7745,-7.186,11.161,372.71,186,186.355,2026-07-15
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,AUGO +165 Shares (6 lots),AUGO,165,6,04/20/2026,Short term,9.2487454545,6.089,0.431,6.089,0.431,9.2487454545,71.115,-521.358,1004.685,6.089,6.177,2026-08-05
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,B +220 Shares (4 lots),B,220,4,01/02/2026,Short term,4.6349625,4.02,0.11,4.02,0.11,4.6349625,24.2,-135.29175,884.4,4.004,4.025,2026-08-11
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,BE +20 Shares (2 lots),BE,20,2,06/03/2026,Short term,29.05655,26.022,1.134,26.022,1.134,29.05655,22.68,-60.691,520.44,26.14,26.27,2026-07-30
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,BLOX +750 Shares (5 lots),BLOX,750,5,05/15/2026,Short term,1.7582966667,1.659,0.0391,1.659,0.0391,1.7582966667,29.325,-74.4725,1244.25,1.65,1.697,--
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,BRK.B +55 Shares (8 lots),BRK.B,55,8,10/08/2025,Short term,48.8164545455,48.925,0.346,48.925,0.346,48.8164545455,19.03,5.97,2690.875,48.91,48.95,2026-08-01
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,BTG +3445 Shares (2 lots),BTG,3445,2,06/05/2026,Short term,0.4174658926,0.421,0.012,0.421,0.012,0.4174658926,41.34,12.175,1450.345,0.423,0.424,2026-08-06
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,BVN +200 Shares (2 lots),BVN,200,2,04/10/2026,Short term,3.24925,3.342,0.066,3.342,0.066,3.24925,13.2,18.55,668.4,3.331,3.48,2026-07-23
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,CCL +300 Shares (2 lots),CCL,300,2,09/19/2025,Short term,2.9796266667,2.918,0.106,2.918,0.106,2.9796266667,31.8,-18.488,875.4,2.91,2.914,2026-06-23
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,CDE +625 Shares (6 lots),CDE,625,6,10/20/2025,Short term,2.2752,1.72,0.08,1.72,0.08,2.2752,50,-347,1075,1.726,1.728,2026-08-05
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,CLS +27 Shares (3 lots),CLS,27,3,05/04/2026,Short term,42.3341111111,39.312,0.726,39.312,0.726,42.3341111111,19.602,-81.597,1061.424,39.5,39.628,2026-07-27
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,CNC +110 Shares (3 lots),CNC,110,3,06/08/2026,Short term,6.4972727273,6.519,0.165,6.519,0.165,6.4972727273,18.15,2.39,717.09,6.46,6.519,2026-07-28
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,CNSWF +10 Shares (1 lot),CNSWF,10,1,05/27/2026,Short term,193.789,209,-10.0435,209,-10.0435,193.8088,-100.435,151.912,2090,208.812,209.646,--
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,COPJ +375 Shares (6 lots),COPJ,375,6,01/27/2026,Short term,4.433276,4.253,0.166,4.253,0.166,4.433276,42.251,-67.6035,1594.875,3.8,4.6,--
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,CRDO +165 Shares (5 lots),CRDO,165,5,06/12/2026,Short term,25.2170454545,25.081,-1.395,25.081,-1.395,25.2170454545,-22.4475,-22.4475,4138.365,25.129,25.2,2026-09-02
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,CRM +110 Shares (4 lots),CRM,110,4,06/03/2026,Short term,18.2071318182,16.589,-0.056,16.589,-0.056,18.2071318182,-6.16,-177.9945,1824.79,16.566,16.615,2026-09-02
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,CRWD +2 Shares (1 lot),CRWD,2,1,06/05/2026,Short term,69.1205,68.28,-0.873,68.28,-0.873,69.1205,-1.746,-1.681,136.56,68.2,68.35,2026-09-01
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,CRWV +80 Shares (4 lots),CRWV,80,4,05/13/2026,Short term,11.1293125,10.055,0.481,10.055,0.481,11.1293125,16.13,-85.945,804.4,10.215,10.225,2026-08-12
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,CSTM +250 Shares (3 lots),CSTM,250,3,05/14/2026,Short term,3.330908,3.56,0.085,3.56,0.085,3.330908,21.25,57.273,890,3.5,3.66,2026-07-28
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,DDOG +10 Shares (1 lot),DDOG,10,1,06/03/2026,Short term,25.943,22.99,-0.434,22.99,-0.434,25.943,-4.34,-29.53,229.9,22.8,23,2026-08-06
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,DRH +1425 Shares (5 lots),DRH,1425,5,05/12/2026,Short term,1.1501754386,1.192,0.008,1.192,0.008,1.1501754386,11.4,59.6,1698.6,1.183,1.196,2026-08-06
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,DY +18 Shares (2 lots),DY,18,2,05/29/2026,Short term,50.2725277778,46.9,0.443,46.9,0.443,50.2725277778,7.974,-60.7055,844.2,46.565,51.5,2026-08-26
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,EAT +40 Shares (1 lot),EAT,40,1,07/02/2025,Short term,18.2145,15.932,0.059,15.932,0.059,18.2145,2.36,-91.3,637.28,15.901,16.015,2026-08-12
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,EMEQ +135 Shares (3 lots),EMEQ,135,3,05/14/2026,Short term,6.6084074074,6.839,0.0551,6.839,0.0551,6.6084074074,7.4385,31.13,923.265,6.007,10.287,--
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,EPR +150 Shares (2 lots),EPR,150,2,06/08/2026,Short term,5.8795,5.985,0.069,5.985,0.069,5.8795,10.35,15.825,897.75,5.965,6.032,2026-07-29
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,ET +1495 Shares (11 lots),ET,1495,11,05/01/2026,Short term,1.9651065217,1.907,0.031,1.907,0.031,1.9651065217,46.345,-86.86925,2850.965,1.905,1.908,2026-08-05
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,ETH +523 Shares (3 lots),ETH,523,3,08/14/2025,Short term,3.3450248566,1.583,-0.015,1.583,-0.015,3.3450248566,-7.845,-921.539,827.909,1.555,1.625,2021-10-28
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,EWY +55 Shares (4 lots),EWY,55,4,06/02/2026,Short term,20.9225818182,19.745,-0.149,19.745,-0.149,20.9225818182,-8.195,-64.767,1085.975,19.78,19.894,--
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,EZPW +800 Shares (9 lots),EZPW,800,9,05/07/2026,Short term,3.17679,3.125,0.05,3.125,0.05,3.17679,40,-41.432,2500,3.01,3.17,2026-07-29
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,FMX +25 Shares (1 lot),FMX,25,1,06/10/2026,Short term,12.288,12.937,0.101,12.937,0.101,12.288,2.525,16.225,323.425,10,13.151,2026-07-28
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,FN +10 Shares (2 lots),FN,10,2,06/11/2026,Short term,58.917,61.101,2.877,61.101,2.877,58.917,28.77,21.84,611.01,60.2,61.285,2026-08-17
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,FRCB +376 Shares (3 lots),FRCB,376,3,08/14/2017,Long term,1.7655638298,0.000145,0.000075,0.000145,0.000075,1.7655638298,0.0282,-663.79748,0.05452,0,0,2023-07-27
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,GDE +80 Shares (2 lots),GDE,80,2,02/24/2026,Short term,7.0324875,6.357,0.042,6.357,0.042,7.0324875,3.36,-54.039,508.56,5.7,7.6,--
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,GDMN +400 Shares (5 lots),GDMN,400,5,06/12/2026,Short term,8.02335,8.021,0.166,8.021,0.166,8.02335,-0.94,-0.94,3208.4,6.935,8.2,--
