SourceHash,RawStoredPath,ExportedAtLocal,ExportedAtTimeZone,ActivityDateTime,ActivityDate,ActivityType,AccountId,MaskedAccount,AccountLabel,Description,Symbol,Quantity,Price,OrderNumber,Fee,Commission,Amount,CashActivityClass,IsTradeCashEffect,IsEconomicCashFlow,IsSweep,IsTransfer,IsDividendOrInterest
1002a0d204823d25e881383b749b0cc291fc63b4e0e24e8fce4b974a087fa6aa,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv,2026-07-01 19:29:00,EST,2026-06-05 10:21:23,2026-06-05,Bought,900001003,x1003,Partnership / LLC / LLP - x1003,75 of GRNY @ $2.74 (Order # 9747),GRNY,75,2.74,9747,0.00,0,-205.5,Trade,true,true,false,false,false
1002a0d204823d25e881383b749b0cc291fc63b4e0e24e8fce4b974a087fa6aa,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv,2026-07-01 19:29:00,EST,2026-06-05 10:20:43,2026-06-05,Bought,900001003,x1003,Partnership / LLC / LLP - x1003,3 of MU @ $94.4 (Order # 7060),MU,3,94.4,7060,0.00,0,-283.2,Trade,true,true,false,false,false
1002a0d204823d25e881383b749b0cc291fc63b4e0e24e8fce4b974a087fa6aa,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv,2026-07-01 19:29:00,EST,2026-06-05 10:19:48,2026-06-05,Bought,900001003,x1003,Partnership / LLC / LLP - x1003,200 of PSTL @ $2.271 (Order # 3732),PSTL,200,2.271,3732,0.00,0,-454.292,Trade,true,true,false,false,false
1002a0d204823d25e881383b749b0cc291fc63b4e0e24e8fce4b974a087fa6aa,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv,2026-07-01 19:29:00,EST,2026-06-05 10:15:13,2026-06-05,Sold,900001003,x1003,Partnership / LLC / LLP - x1003,40 of CRDO @ $22.6 (Order # 7747),CRDO,40,22.6,7747,0.00,0.019,903.98,Trade,true,true,false,false,false
1002a0d204823d25e881383b749b0cc291fc63b4e0e24e8fce4b974a087fa6aa,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv,2026-07-01 19:29:00,EST,2026-06-05 10:14:12,2026-06-05,Bought,900001003,x1003,Partnership / LLC / LLP - x1003,75 of GDMN @ $8.509 (Order # 9833),GDMN,75,8.509,9833,0.00,0,-638.212,Trade,true,true,false,false,false
1002a0d204823d25e881383b749b0cc291fc63b4e0e24e8fce4b974a087fa6aa,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv,2026-07-01 19:29:00,EST,2026-06-05 10:13:04,2026-06-05,Sold,900001003,x1003,Partnership / LLC / LLP - x1003,30 of CRDO @ $22.333 (Order # 2241),CRDO,30,22.333,2241,0.00,0.014,669.975,Trade,true,true,false,false,false
13d008be670f4cc4d8bfe1570548edf55ef478d2807f1eabf40204e0125039fd,data/raw/etrade/account_history/20260616-170446-27294df4a0df-History1003.csv,2026-06-16 20:00:00,EST,2026-06-01 03:00:00,2026-06-01,Sweep,900001003,x1003,Partnership / LLC / LLP - x1003,BANK DEPOSIT PROGRAM,,,,,0.00,0,-19.088,Other,false,true,false,false,false
13d008be670f4cc4d8bfe1570548edf55ef478d2807f1eabf40204e0125039fd,data/raw/etrade/account_history/20260616-170446-27294df4a0df-History1003.csv,2026-06-16 20:00:00,EST,2026-05-29 15:33:28,2026-05-29,Bought,900001003,x1003,Partnership / LLC / LLP - x1003,3 of BE @ $27.826 (Order # 1779),BE,3,27.826,1779,0.00,0,-83.478,Trade,true,true,false,false,false
13d008be670f4cc4d8bfe1570548edf55ef478d2807f1eabf40204e0125039fd,data/raw/etrade/account_history/20260616-170446-27294df4a0df-History1003.csv,2026-06-16 20:00:00,EST,2026-05-29 15:33:02,2026-05-29,Bought,900001003,x1003,Partnership / LLC / LLP - x1003,7 of AMZN @ $27.115 (Order # 3203),AMZN,7,27.115,3203,0.00,0,-189.804,Trade,true,true,false,false,false
13d008be670f4cc4d8bfe1570548edf55ef478d2807f1eabf40204e0125039fd,data/raw/etrade/account_history/20260616-170446-27294df4a0df-History1003.csv,2026-06-16 20:00:00,EST,2026-05-29 15:32:28,2026-05-29,Bought,900001003,x1003,Partnership / LLC / LLP - x1003,2 of LITE @ $83.81 (Order # 6687),LITE,2,83.81,6687,0.00,0,-167.62,Trade,true,true,false,false,false
13d008be670f4cc4d8bfe1570548edf55ef478d2807f1eabf40204e0125039fd,data/raw/etrade/account_history/20260616-170446-27294df4a0df-History1003.csv,2026-06-16 20:00:00,EST,2026-05-29 09:30:01,2026-05-29,Sold,900001003,x1003,Partnership / LLC / LLP - x1003,20 of CRDO @ $23 (Order # 7475),CRDO,20,23,7475,0.00,0.01,459.99,Trade,true,true,false,false,false
13d008be670f4cc4d8bfe1570548edf55ef478d2807f1eabf40204e0125039fd,data/raw/etrade/account_history/20260616-170446-27294df4a0df-History1003.csv,2026-06-16 20:00:00,EST,2026-05-29 03:00:00,2026-05-29,Sweep,900001003,x1003,Partnership / LLC / LLP - x1003,BANK DEPOSIT PROGRAM,,,,,0.00,0,-0.001,Other,false,true,false,false,false
13d008be670f4cc4d8bfe1570548edf55ef478d2807f1eabf40204e0125039fd,data/raw/etrade/account_history/20260616-170446-27294df4a0df-History1003.csv,2026-06-16 20:00:00,EST,2026-05-29 03:00:00,2026-05-29,Interest Income,900001003,x1003,Partnership / LLC / LLP - x1003,MORGAN STANLEY PRIVATE BANK NA (Period 05/01-05/31),,,,,0.00,0,0.001,Other,false,true,false,false,false
13d008be670f4cc4d8bfe1570548edf55ef478d2807f1eabf40204e0125039fd,data/raw/etrade/account_history/20260616-170446-27294df4a0df-History1003.csv,2026-06-16 20:00:00,EST,2026-05-29 03:00:00,2026-05-29,Sweep,900001003,x1003,Partnership / LLC / LLP - x1003,BANK DEPOSIT PROGRAM,,,,,0.00,0,787.789,Other,false,true,false,false,false
13d008be670f4cc4d8bfe1570548edf55ef478d2807f1eabf40204e0125039fd,data/raw/etrade/account_history/20260616-170446-27294df4a0df-History1003.csv,2026-06-16 20:00:00,EST,2026-05-28 10:34:11,2026-05-28,Bought,900001003,x1003,Partnership / LLC / LLP - x1003,40 of GRNY @ $2.722 (Order # 9136),GRNY,40,2.722,9136,0.00,0,-108.879,Trade,true,true,false,false,false
13d008be670f4cc4d8bfe1570548edf55ef478d2807f1eabf40204e0125039fd,data/raw/etrade/account_history/20260616-170446-27294df4a0df-History1003.csv,2026-06-16 20:00:00,EST,2026-05-28 03:00:00,2026-05-28,Sweep,900001003,x1003,Partnership / LLC / LLP - x1003,BANK DEPOSIT PROGRAM,,,,,0.00,0,-56.614,Other,false,true,false,false,false
13d008be670f4cc4d8bfe1570548edf55ef478d2807f1eabf40204e0125039fd,data/raw/etrade/account_history/20260616-170446-27294df4a0df-History1003.csv,2026-06-16 20:00:00,EST,2026-05-28 03:00:00,2026-05-28,Online Transfer,900001003,x1003,Partnership / LLC / LLP - x1003,ACH WITHDRAWL REFID:22405766395;,,,,,0.00,0,-678.91,Other,false,true,false,false,false
13d008be670f4cc4d8bfe1570548edf55ef478d2807f1eabf40204e0125039fd,data/raw/etrade/account_history/20260616-170446-27294df4a0df-History1003.csv,2026-06-16 20:00:00,EST,2026-05-27 16:00:03,2026-05-27,Bought,900001003,x1003,Partnership / LLC / LLP - x1003,7 of BE @ $29.38 (Order # 6740),BE,7,29.38,6740,0.00,0,-205.66,Trade,true,true,false,false,false
13d008be670f4cc4d8bfe1570548edf55ef478d2807f1eabf40204e0125039fd,data/raw/etrade/account_history/20260616-170446-27294df4a0df-History1003.csv,2026-06-16 20:00:00,EST,2026-05-27 09:30:05,2026-05-27,Sold,900001003,x1003,Partnership / LLC / LLP - x1003,5 of APP @ $52.456 (Order # 3014),APP,5,52.456,3014,0.00,0.006,262.274,Trade,true,true,false,false,false
13d008be670f4cc4d8bfe1570548edf55ef478d2807f1eabf40204e0125039fd,data/raw/etrade/account_history/20260616-170446-27294df4a0df-History1003.csv,2026-06-16 20:00:00,EST,2026-05-27 03:00:00,2026-05-27,Sweep,900001003,x1003,Partnership / LLC / LLP - x1003,BANK DEPOSIT PROGRAM,,,,,0.00,0,-726.693,Other,false,true,false,false,false
13d008be670f4cc4d8bfe1570548edf55ef478d2807f1eabf40204e0125039fd,data/raw/etrade/account_history/20260616-170446-27294df4a0df-History1003.csv,2026-06-16 20:00:00,EST,2026-05-26 16:00:01,2026-05-26,Sold,900001003,x1003,Partnership / LLC / LLP - x1003,2 of CRDO @ $22.164 (Order # 1997),CRDO,2,22.164,1997,0.00,0.001,44.327,Trade,true,true,false,false,false
13d008be670f4cc4d8bfe1570548edf55ef478d2807f1eabf40204e0125039fd,data/raw/etrade/account_history/20260616-170446-27294df4a0df-History1003.csv,2026-06-16 20:00:00,EST,2026-05-26 16:00:00,2026-05-26,Sold,900001003,x1003,Partnership / LLC / LLP - x1003,40 of PPLT @ $1.774 (Order # 4709),PPLT,40,1.774,4709,0.00,0.002,70.957,Trade,true,true,false,false,false
13d008be670f4cc4d8bfe1570548edf55ef478d2807f1eabf40204e0125039fd,data/raw/etrade/account_history/20260616-170446-27294df4a0df-History1003.csv,2026-06-16 20:00:00,EST,2026-05-26 16:00:00,2026-05-26,Sold,900001003,x1003,Partnership / LLC / LLP - x1003,20 of GDE @ $6.818 (Order # 3059),GDE,20,6.818,3059,0.00,0.003,136.357,Trade,true,true,false,false,false
13d008be670f4cc4d8bfe1570548edf55ef478d2807f1eabf40204e0125039fd,data/raw/etrade/account_history/20260616-170446-27294df4a0df-History1003.csv,2026-06-16 20:00:00,EST,2026-05-26 15:00:16,2026-05-26,Sold,900001003,x1003,Partnership / LLC / LLP - x1003,75 of GRNJ @ $3.126 (Order # 8516),GRNJ,75,3.126,8516,0.00,0.005,234.407,Trade,true,true,false,false,false
13d008be670f4cc4d8bfe1570548edf55ef478d2807f1eabf40204e0125039fd,data/raw/etrade/account_history/20260616-170446-27294df4a0df-History1003.csv,2026-06-16 20:00:00,EST,2026-05-26 14:55:48,2026-05-26,Sold,900001003,x1003,Partnership / LLC / LLP - x1003,50 of CGDV @ $4.813 (Order # 3430),CGDV,50,4.813,3430,0.00,0.005,240.645,Trade,true,true,false,false,false
13d008be670f4cc4d8bfe1570548edf55ef478d2807f1eabf40204e0125039fd,data/raw/etrade/account_history/20260616-170446-27294df4a0df-History1003.csv,2026-06-16 20:00:00,EST,2026-05-21 03:00:00,2026-05-21,Sweep,900001003,x1003,Partnership / LLC / LLP - x1003,BANK DEPOSIT PROGRAM,,,,,0.00,0,15.097,Other,false,true,false,false,false
13d008be670f4cc4d8bfe1570548edf55ef478d2807f1eabf40204e0125039fd,data/raw/etrade/account_history/20260616-170446-27294df4a0df-History1003.csv,2026-06-16 20:00:00,EST,2026-05-20 16:00:01,2026-05-20,Bought,900001003,x1003,Partnership / LLC / LLP - x1003,1 of LITE @ $86.807 (Order # 4525),LITE,1,86.807,4525,0.00,0,-86.807,Trade,true,true,false,false,false
13d008be670f4cc4d8bfe1570548edf55ef478d2807f1eabf40204e0125039fd,data/raw/etrade/account_history/20260616-170446-27294df4a0df-History1003.csv,2026-06-16 20:00:00,EST,2026-05-20 10:37:10,2026-05-20,Sold,900001003,x1003,Partnership / LLC / LLP - x1003,4 of CRDO @ $17.928 (Order # 2236),CRDO,4,17.928,2236,0.00,0.002,71.71,Trade,true,true,false,false,false
13d008be670f4cc4d8bfe1570548edf55ef478d2807f1eabf40204e0125039fd,data/raw/etrade/account_history/20260616-170446-27294df4a0df-History1003.csv,2026-06-16 20:00:00,EST,2026-05-19 03:00:00,2026-05-19,Stock Split,900001003,x1003,Partnership / LLC / LLP - x1003,ABRDN PLATINUM ETF TRUST SPLIT RATIO 10:1,,,,,0.00,0,0,Other,false,true,false,false,false
1f7e700435ff556713078bc83f33e9f13cfba0f94193496c572b8172bdd3d238,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv,2026-06-14 23:51:00,EST,2026-05-15 03:00:00,2026-05-15,Qualified Dividend,900001003,x1003,Partnership / LLC / LLP - x1003,SYNCHRONY FINANCIAL REC 05/15/26 PAY 05/15/26 RATE 0.00000000 QTY 0.00000000,,,,,0.00,0,1.5,Other,false,true,false,false,false
1f7e700435ff556713078bc83f33e9f13cfba0f94193496c572b8172bdd3d238,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv,2026-06-14 23:51:00,EST,2026-05-15 03:00:00,2026-05-15,Sweep,900001003,x1003,Partnership / LLC / LLP - x1003,BANK DEPOSIT PROGRAM,,,,,0.00,0,-1.5,Other,false,true,false,false,false
1f7e700435ff556713078bc83f33e9f13cfba0f94193496c572b8172bdd3d238,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv,2026-06-14 23:51:00,EST,2026-05-13 03:00:00,2026-05-13,Sweep,900001003,x1003,Partnership / LLC / LLP - x1003,BANK DEPOSIT PROGRAM,,,,,0.00,0,33.342,Other,false,true,false,false,false
1f7e700435ff556713078bc83f33e9f13cfba0f94193496c572b8172bdd3d238,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv,2026-06-14 23:51:00,EST,2026-05-12 16:00:03,2026-05-12,Bought,900001003,x1003,Partnership / LLC / LLP - x1003,11 of BE @ $28.069 (Order # 3066),BE,11,28.069,3066,0.00,0,-308.759,Trade,true,true,false,false,false
1f7e700435ff556713078bc83f33e9f13cfba0f94193496c572b8172bdd3d238,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv,2026-06-14 23:51:00,EST,2026-05-12 12:47:04,2026-05-12,Sold,900001003,x1003,Partnership / LLC / LLP - x1003,75 of PSIX @ $3.672 (Order # 1791),PSIX,75,3.672,1791,0.00,0.006,275.417,Trade,true,true,false,false,false
1f7e700435ff556713078bc83f33e9f13cfba0f94193496c572b8172bdd3d238,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv,2026-06-14 23:51:00,EST,2026-05-12 03:00:00,2026-05-12,Sweep,900001003,x1003,Partnership / LLC / LLP - x1003,BANK DEPOSIT PROGRAM,,,,,0.00,0,228.035,Other,false,true,false,false,false
1f7e700435ff556713078bc83f33e9f13cfba0f94193496c572b8172bdd3d238,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv,2026-06-14 23:51:00,EST,2026-05-11 09:30:01,2026-05-11,Bought,900001003,x1003,Partnership / LLC / LLP - x1003,5 of APP @ $45.607 (Order # 6760),APP,5,45.607,6760,0.00,0,-228.035,Trade,true,true,false,false,false
1f7e700435ff556713078bc83f33e9f13cfba0f94193496c572b8172bdd3d238,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv,2026-06-14 23:51:00,EST,2026-05-11 03:00:00,2026-05-11,Sweep,900001003,x1003,Partnership / LLC / LLP - x1003,BANK DEPOSIT PROGRAM,,,,,0.00,0,103.625,Other,false,true,false,false,false
1f7e700435ff556713078bc83f33e9f13cfba0f94193496c572b8172bdd3d238,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv,2026-06-14 23:51:00,EST,2026-05-08 14:34:54,2026-05-08,Sold,900001003,x1003,Partnership / LLC / LLP - x1003,20 of PLTR @ $13.683 (Order # 8680),PLTR,20,13.683,8680,0.00,0.006,273.654,Trade,true,true,false,false,false
1f7e700435ff556713078bc83f33e9f13cfba0f94193496c572b8172bdd3d238,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv,2026-06-14 23:51:00,EST,2026-05-08 09:30:02,2026-05-08,Bought,900001003,x1003,Partnership / LLC / LLP - x1003,4 of CRDO @ $19.32 (Order # 9993),CRDO,4,19.32,9993,0.00,0,-77.28,Trade,true,true,false,false,false
1f7e700435ff556713078bc83f33e9f13cfba0f94193496c572b8172bdd3d238,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv,2026-06-14 23:51:00,EST,2026-05-08 03:00:00,2026-05-08,Online Transfer,900001003,x1003,Partnership / LLC / LLP - x1003,ACH WITHDRAWL REFID:20506022395;,,,,,0.00,0,-299.999,Other,false,true,false,false,false
1f7e700435ff556713078bc83f33e9f13cfba0f94193496c572b8172bdd3d238,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv,2026-06-14 23:51:00,EST,2026-05-07 03:00:00,2026-05-07,Sweep,900001003,x1003,Partnership / LLC / LLP - x1003,BANK DEPOSIT PROGRAM,,,,,0.00,0,-355.06,Other,false,true,false,false,false
1f7e700435ff556713078bc83f33e9f13cfba0f94193496c572b8172bdd3d238,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv,2026-06-14 23:51:00,EST,2026-05-06 15:33:47,2026-05-06,Sold,900001003,x1003,Partnership / LLC / LLP - x1003,6 of PPLT @ $18.66 (Order # 8782),PPLT,6,18.66,8782,0.00,0.003,111.957,Trade,true,true,false,false,false
1f7e700435ff556713078bc83f33e9f13cfba0f94193496c572b8172bdd3d238,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv,2026-06-14 23:51:00,EST,2026-05-06 10:51:21,2026-05-06,Sold,900001003,x1003,Partnership / LLC / LLP - x1003,30 of GDE @ $6.946 (Order # 3742),GDE,30,6.946,3742,0.00,0.005,208.374,Trade,true,true,false,false,false
1f7e700435ff556713078bc83f33e9f13cfba0f94193496c572b8172bdd3d238,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv,2026-06-14 23:51:00,EST,2026-05-06 10:50:55,2026-05-06,Sold,900001003,x1003,Partnership / LLC / LLP - x1003,5 of GDE @ $6.946 (Order # 6340),GDE,5,6.946,6340,0.00,0.001,34.729,Trade,true,true,false,false,false
1f7e700435ff556713078bc83f33e9f13cfba0f94193496c572b8172bdd3d238,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv,2026-06-14 23:51:00,EST,2026-05-06 03:00:00,2026-05-06,Sweep,900001003,x1003,Partnership / LLC / LLP - x1003,BANK DEPOSIT PROGRAM,,,,,0.00,0,271.82,Other,false,true,false,false,false
