"Account All Accounts - 3 accounts Orders, as of 07/01/26 at 07:27 PM EST"
Symbol,Status,Fill,Description,Market,Time,Account
SHLD,Filled,50 @ 6.515,Sell 50 Shares @ Market CLO to Close,6.1,"06/11/2026, 4:00:01 PM",900001003
LITE,Filled,1 @ 87.668,Sell 1 Share @ Market to Close,80,"06/11/2026, 3:00:24 PM",900001003
MU,Filled,3 @ 89.188,Sell 3 Shares @ Market CLO to Close,103.3,"06/10/2026, 4:00:03 PM",900001003
LITE,Filled,5 @ 85.326,Sell 5 Shares @ Market CLO to Close,80,"06/10/2026, 4:00:03 PM",900001003
LITE,Filled,1 @ 85.326,Sell 1 Share @ Market CLO to Close,80,"06/10/2026, 4:00:03 PM",900001003
LITE,Filled,2 @ 85.326,Sell 2 Shares @ Market CLO to Close,80,"06/10/2026, 4:00:03 PM",900001003
ETH,Filled,175 @ 1.571,Sell 175 Shares @ Market to Close,1.532,"06/10/2026, 10:03:56 AM",900001003
CLS,Filled,15 @ 37.433,Sell 15 Shares @ Market to Close,35.5,"06/10/2026, 10:03:19 AM",900001003
AGX,Filled,10 @ 60.841,Sell 10 Shares @ Market to Close,76.457,"06/10/2026, 10:02:06 AM",900001003
BE,Filled,21 @ 25.961,Sell 21 Shares @ Market CLO to Close,29.65,"06/09/2026, 4:00:04 PM",900001003
GRNY,Filled,75 @ 2.74,Buy 75 Shares @ Market to Open,2.776,"06/05/2026, 10:21:24 AM",900001003
MU,Filled,3 @ 94.4,Buy 3 Shares @ Market to Open,103.301,"06/05/2026, 10:20:43 AM",900001003
PSTL,Filled,200 @ 2.271,Buy 200 Shares @ Market to Open,2.472,"06/05/2026, 10:19:48 AM",900001003
CRDO,Filled,40 @ 22.6,Sell 40 Shares @ 22.5 Limit to Close,25.74,"06/05/2026, 10:15:14 AM",900001003
GDMN,Filled,75 @ 8.509,Buy 75 Shares @ Market to Open,7.262,"06/05/2026, 10:14:12 AM",900001003
CRDO,Filled,30 @ 22.333,Sell 30 Shares @ Market to Close,25.74,"06/05/2026, 10:13:05 AM",900001003
LITE,Filled,1 @ 96.9,Buy 1 Share @ Market to Open,80.258,"06/03/2026, 10:07:32 AM",900001002
GDE,Filled,10 @ 6.803,Sell 10 Shares @ Market to Close,5.948,"06/03/2026, 10:07:17 AM",900001002
GDE,Canceled,--,Sell 1 Share @ 6.999 Limit GTC to Close,5.948,"06/03/2026, 10:06:56 AM",900001002
GDE,Filled,3 @ 6.804,Sell 3 Shares @ Market to Close,5.948,"06/03/2026, 10:06:55 AM",900001002
AVGO,Filled,1 @ 45.997,Sell 1 Share @ Market CLO to Close,36.926,"06/01/2026, 4:00:03 PM",900001002
GDE,Filled,10 @ 6.849,Buy 10 Shares @ Market to Open,6.885,"06/01/2026, 12:17:28 PM",900001002
AVGO,Filled,1 @ 45.678,Sell 1 Share @ 45.678 Limit GTC to Close,36.926,"06/01/2026, 10:36:41 AM",900001002
BE,Filled,3 @ 27.826,Buy 3 Shares @ Market to Open,29.7,"05/29/2026, 3:33:28 PM",900001003
AMZN,Filled,7 @ 27.115,Buy 7 Shares @ Market to Open,24.23,"05/29/2026, 3:33:03 PM",900001003
LITE,Filled,2 @ 83.81,Buy 2 Shares @ Market to Open,80.258,"05/29/2026, 3:32:28 PM",900001003
CRDO,Filled,20 @ 23,Sell 20 Shares @ 22.987 Limit GTC to Close,25.74,"05/29/2026, 9:30:39 AM",900001003
GRNY,Filled,40 @ 2.722,Buy 40 Shares @ Market to Open,2.776,"05/28/2026, 10:34:12 AM",900001003
BE,Filled,7 @ 29.38,Buy 7 Shares @ Market CLO to Open,29.7,"05/27/2026, 4:00:04 PM",900001003
APP,Filled,5 @ 52.456,Sell 5 Shares @ 52.456 Limit GTC to Close,56.1,"05/27/2026, 9:30:44 AM",900001003
CRDO,Filled,2 @ 22.164,Sell 2 Shares @ Market CLO to Close,25.74,"05/26/2026, 4:00:03 PM",900001003
GDE,Filled,20 @ 6.818,Sell 20 Shares @ Market CLO to Close,5.948,"05/26/2026, 4:00:01 PM",900001003
PPLT,Filled,40 @ 1.774,Sell 40 Shares @ Market CLO to Close,1.429,"05/26/2026, 4:00:00 PM",900001003
GRNJ,Filled,75 @ 3.125,Sell 75 Shares @ Market to Close,3.077,"05/26/2026, 3:00:17 PM",900001003
CGDV,Filled,50 @ 4.813,Sell 50 Shares @ Market to Close,--,"05/26/2026, 2:55:49 PM",900001003
PLTR,Filled,2 @ 13.676,Sell 2 Shares @ Market to Close,--,"05/22/2026, 10:04:03 AM",900001002
BE,Filled,2 @ 31.2,Sell 2 Shares @ Market to Close,--,"05/22/2026, 10:03:13 AM",900001002
BE,Filled,2 @ 28.231,Sell 2 Shares @ Market CLO to Close,--,"05/20/2026, 4:00:03 PM",900001002
LITE,Filled,2 @ 86.807,Buy 2 Shares @ Market CLO to Open,--,"05/20/2026, 4:00:02 PM",900001002
LITE,Filled,1 @ 86.807,Buy 1 Share @ Market CLO to Open,--,"05/20/2026, 4:00:02 PM",900001003
LITE,Canceled,--,Buy 1 Share @ Market CLO to Open,--,"05/20/2026, 3:43:38 PM",900001002
CRDO,Filled,4 @ 17.928,Sell 4 Shares @ Market to Close,--,"05/20/2026, 10:37:11 AM",900001003
BE,Filled,11 @ 28.069,Buy 11 Shares @ Market CLO to Open,--,"05/12/2026, 4:00:06 PM",900001003
PSIX,Filled,75 @ 3.672,Sell 75 Shares @ Market to Close,--,"05/12/2026, 12:47:04 PM",900001003
APP,Filled,5 @ 45.607,Buy 5 Shares @ Market to Open,--,"05/11/2026, 9:30:31 AM",900001003
PLTR,Filled,20 @ 13.683,Sell 20 Shares @ Market to Close,--,"05/08/2026, 2:34:54 PM",900001003
CRDO,Filled,4 @ 19.32,Buy 4 Shares @ Market to Open,--,"05/08/2026, 9:30:11 AM",900001003
PPLT,Filled,6 @ 18.66,Sell 6 Shares @ Market to Close,--,"05/06/2026, 3:33:47 PM",900001003
GDE,Filled,30 @ 6.946,Sell 30 Shares @ Market to Close,--,"05/06/2026, 10:51:21 AM",900001003
GDE,Filled,5 @ 6.946,Sell 5 Shares @ Market to Close,--,"05/06/2026, 10:50:55 AM",900001003
PLTR,Filled,20 @ 13.591,Buy 20 Shares @ Market CLO to Open,--,"05/05/2026, 4:00:01 PM",900001003
PLTR,Filled,2 @ 13.725,Buy 2 Shares @ Market to Open,--,"05/05/2026, 11:42:14 AM",900001002
AVGO,Filled,2 @ 41.63,Buy 2 Shares @ Market to Open,--,"05/04/2026, 10:34:00 AM",900001002
SNDK,Filled,1 @ 123.969,Sell 1 Share @ Market to Close,--,"05/04/2026, 10:33:10 AM",900001002
SHLD,Filled,20 @ 6.84,Sell 20 Shares @ Market to Close,--,"05/04/2026, 9:38:33 AM",900001003
LITE,Filled,2 @ 97.372,Sell 2 Shares @ Market to Close,--,"05/04/2026, 9:37:27 AM",900001003
SILJ,Filled,10 @ 2.895,Sell 10 Shares @ Market to Close,--,"04/30/2026, 12:41:11 PM",900001002
BE,Filled,4 @ 27.388,Buy 4 Shares @ 27.393 Limit to Open,--,"04/30/2026, 12:40:38 PM",900001002
SILJ,Filled,7 @ 2.899,Sell 7 Shares @ Market to Close,--,"04/30/2026, 12:39:56 PM",900001002
GRNJ,Filled,75 @ 2.825,Buy 75 Shares @ Market to Open,--,"04/28/2026, 12:22:40 PM",900001003
MSFT,Filled,5 @ 42.798,Sell 5 Shares @ Market to Close,--,"04/28/2026, 12:21:37 PM",900001003
CRDO,Filled,2 @ 17.749,Buy 2 Shares @ Market to Open,--,"04/27/2026, 12:26:43 PM",900001003
GDE,Filled,50 @ 6.82,Sell 50 Shares @ Market to Close,--,"04/24/2026, 3:31:27 PM",900001003
PPLT,Filled,4 @ 18.266,Sell 4 Shares @ Market to Close,--,"04/24/2026, 3:30:36 PM",900001003
VOOV,Filled,10 @ 21.3,Sell 10 Shares @ 21.299 Limit GTC to Close,--,"04/23/2026, 9:32:15 AM",900001003
SILJ,Filled,10 @ 3.082,Buy 10 Shares @ Market to Open,--,"04/21/2026, 1:19:19 PM",900001002
CRDO,Filled,10 @ 17.145,Sell 10 Shares @ Market to Close,--,"04/20/2026, 3:42:52 PM",900001003
GRNY,Filled,15 @ 2.621,Sell 15 Shares @ Market to Close,--,"04/20/2026, 3:41:08 PM",900001003
GRNY,Filled,10 @ 2.622,Sell 10 Shares @ Market to Close,--,"04/20/2026, 3:40:51 PM",900001003
CRDO,Filled,10 @ 17.14,Sell 10 Shares @ Market to Close,--,"04/20/2026, 3:38:53 PM",900001003
VOOV,Filled,5 @ 21.326,Sell 5 Shares @ Market to Close,--,"04/17/2026, 11:27:12 AM",900001003
SILJ,Filled,25 @ 3.355,Sell 25 Shares @ Market to Close,--,"04/17/2026, 11:25:16 AM",900001002
PPLT,Filled,10 @ 18.888,Buy 10 Shares @ 18.888 Limit GTC to Open,--,"04/16/2026, 10:40:51 AM",900001003
MSFT,Filled,5 @ 41.341,Buy 5 Shares @ Market to Open,--,"04/16/2026, 9:59:51 AM",900001003
AMZN,Filled,10 @ 24.543,Buy 10 Shares @ Market to Open,--,"04/16/2026, 9:56:54 AM",900001003
TSLA,Filled,20 @ 38.299,Buy 20 Shares @ 38.299 Limit GTC to Open,--,"04/16/2026, 9:55:48 AM",900001003
SPMO,Filled,60 @ 12.598,Buy 60 Shares @ Market to Open,--,"04/16/2026, 9:54:17 AM",900001003
LITE,Filled,7 @ 87.11,Sell 7 Shares @ Market to Close,--,"04/16/2026, 9:53:08 AM",900001003
GRNJ,Filled,300 @ 2.815,Buy 300 Shares @ Market to Open,--,"04/16/2026, 9:52:23 AM",900001003
GRNY,Filled,300 @ 2.577,Buy 300 Shares @ Market to Open,--,"04/16/2026, 9:51:59 AM",900001003
GDE,Filled,60 @ 6.854,Sell 60 Shares @ Market to Close,--,"04/16/2026, 9:50:23 AM",900001003
VOOV,Filled,10 @ 21.102,Sell 10 Shares @ Market to Close,--,"04/16/2026, 9:49:38 AM",900001003
GDE,Filled,60 @ 6.856,Sell 60 Shares @ Market to Close,--,"04/16/2026, 9:47:32 AM",900001003
GDE,Filled,30 @ 6.857,Sell 30 Shares @ Market to Close,--,"04/16/2026, 9:45:22 AM",900001003
GDE,Filled,50 @ 6.86,Sell 50 Shares @ Market to Close,--,"04/16/2026, 9:44:54 AM",900001003
GDMN,Filled,5 @ 10.983,Sell 5 Shares @ Market to Close,--,"04/16/2026, 9:43:37 AM",900001003
GDMN,Filled,5 @ 10.98,Sell 5 Shares @ Market to Close,--,"04/16/2026, 9:43:17 AM",900001003
GDMN,Filled,5 @ 10.98,Sell 5 Shares @ 10.98 Limit to Close,--,"04/16/2026, 9:42:55 AM",900001003
GDMN,Filled,5 @ 10.974,Sell 5 Shares @ 10.974 Limit to Close,--,"04/16/2026, 9:42:37 AM",900001003
GDMN,Filled,10 @ 11.004,Sell 10 Shares @ 10.993 Limit to Close,--,"04/16/2026, 9:40:34 AM",900001003
SYF,Filled,50 @ 7.678,Sell 50 Shares @ 7.678 Limit GTC to Close,--,"04/15/2026, 9:39:33 AM",900001003
SNDK,Filled,1 @ 93.161,Buy 1 Share @ Market to Open,--,"04/15/2026, 9:30:19 AM",900001002
GDMN,Filled,4 @ 11.234,Sell 4 Shares @ 11.234 Limit GTC to Close,--,"04/14/2026, 3:10:21 PM",900001002
GDMN,Filled,7 @ 11.197,Sell 7 Shares @ Market to Close,--,"04/14/2026, 1:50:17 PM",900001002
MU,Filled,2 @ 45.5,Sell 2 Shares @ 45.492 Limit GTC to Close,--,"04/14/2026, 1:48:48 PM",900001002
VOOV,Filled,10 @ 20.997,Sell 10 Shares @ Market to Close,--,"04/14/2026, 1:45:54 PM",900001003
PPLT,Filled,6 @ 19.078,Sell 6 Shares @ Market to Close,--,"04/14/2026, 1:44:46 PM",900001003
PSIX,Filled,25 @ 8.358,Sell 25 Shares @ 8.358 Limit GTC to Close,--,"04/14/2026, 11:50:42 AM",900001003
LITE,Filled,2 @ 85.64,Buy 2 Shares @ 85.64 Limit to Open,--,"04/14/2026, 11:47:33 AM",900001002
CRDO,Filled,8 @ 15.705,Sell 8 Shares @ Market to Close,--,"04/14/2026, 11:00:24 AM",900001003
CRDO,Filled,4 @ 15.702,Sell 4 Shares @ Market to Close,--,"04/14/2026, 10:59:53 AM",900001003
CRDO,Filled,3 @ 15.659,Sell 3 Shares @ Market to Close,--,"04/14/2026, 10:59:23 AM",900001003
CRDO,Filled,1 @ 15.648,Sell 1 Share @ Market to Close,--,"04/14/2026, 10:58:54 AM",900001003
LITE,Filled,2 @ 84.093,Buy 2 Shares @ Market to Open,--,"04/14/2026, 10:06:59 AM",900001003
CRDO,Filled,16 @ 15.224,Sell 16 Shares @ Market to Close,--,"04/14/2026, 10:05:35 AM",900001003
LITE,Filled,2 @ 86.999,Buy 2 Shares @ 86.999 Limit to Open,--,"04/14/2026, 9:32:58 AM",900001003
GDE,Filled,35 @ 6.575,Buy 35 Shares @ Market to Open,--,"04/13/2026, 11:28:57 AM",900001003
LITE,Filled,5 @ 87.46,Buy 5 Shares @ Market to Open,--,"04/13/2026, 11:26:50 AM",900001003
GDMN,Filled,10 @ 10.711,Buy 10 Shares @ Market to Open,--,"04/13/2026, 11:26:04 AM",900001003
SLV,Filled,50 @ 6.695,Buy 50 Shares @ Market to Open,--,"04/13/2026, 11:25:42 AM",900001003
CRDO,Filled,15 @ 13.25,Sell 15 Shares @ Market to Close,--,"04/13/2026, 10:24:11 AM",900001003
CRDO,Filled,8 @ 13.275,Sell 8 Shares @ Market to Close,--,"04/13/2026, 10:23:47 AM",900001003
GDE,Filled,30 @ 6.643,Buy 30 Shares @ Market to Open,--,"04/10/2026, 1:51:33 PM",900001003
SHLD,Filled,20 @ 7.287,Buy 20 Shares @ Market to Open,--,"04/10/2026, 1:50:41 PM",900001003
PPLT,Filled,10 @ 18.701,Buy 10 Shares @ Market to Open,--,"04/10/2026, 1:50:22 PM",900001003
CLS,Filled,20 @ 35.009,Sell 20 Shares @ Market to Close,--,"04/10/2026, 1:48:57 PM",900001003
CRDO,Filled,30 @ 12.069,Sell 30 Shares @ Market to Close,--,"04/10/2026, 1:47:42 PM",900001003
LITE,Filled,4 @ 88.85,Buy 4 Shares @ Market to Open,--,"04/09/2026, 3:25:19 PM",900001003
VOOV,Filled,15 @ 20.982,Buy 15 Shares @ Market to Open,--,"04/09/2026, 1:11:50 PM",900001003
MU,Filled,10 @ 40.809,Buy 10 Shares @ Market to Open,--,"04/09/2026, 1:09:53 PM",900001003
CRDO,Filled,50 @ 10.719,Buy 50 Shares @ Market to Open,--,"04/09/2026, 1:09:06 PM",900001003
LITE,Filled,7 @ 88.751,Buy 7 Shares @ Market to Open,--,"04/09/2026, 1:08:30 PM",900001003
CGDV,Filled,25 @ 4.437,Sell 25 Shares @ Market to Close,--,"04/09/2026, 10:38:49 AM",900001003
GDMN,Filled,10 @ 10.749,Sell 10 Shares @ Market to Close,--,"04/09/2026, 10:38:24 AM",900001003
GDMN,Filled,5 @ 10.728,Sell 5 Shares @ Market to Close,--,"04/09/2026, 10:38:01 AM",900001003
AMZN,Filled,10 @ 22.487,Sell 10 Shares @ Market to Close,--,"04/09/2026, 10:36:21 AM",900001003
GRNJ,Filled,200 @ 2.642,Sell 200 Shares @ Market to Close,--,"04/08/2026, 10:52:06 AM",900001003
PSIX,Filled,30 @ 6.717,Sell 30 Shares @ Market to Close,--,"04/08/2026, 10:51:40 AM",900001003
SLV,Filled,40 @ 6.82,Sell 40 Shares @ Market to Close,--,"04/08/2026, 10:50:51 AM",900001003
SYF,Filled,100 @ 7.19,Sell 100 Shares @ Market to Close,--,"04/08/2026, 10:50:19 AM",900001003
AMZN,Filled,20 @ 22.111,Sell 20 Shares @ Market to Close,--,"04/08/2026, 10:49:15 AM",900001003
GDE,Filled,20 @ 6.618,Buy 20 Shares @ Market to Open,--,"04/08/2026, 9:58:15 AM",900001003
LITE,Canceled,--,Buy 2 Shares @ 74.402 Limit GTC to Open,--,"04/08/2026, 9:57:25 AM",900001003
GDE,Filled,1 @ 6.618,Buy 1 Share @ Market to Open,--,"04/08/2026, 9:56:52 AM",900001002
CLS,Filled,5 @ 29.491,Sell 5 Shares @ 29.491 Limit to Close,--,"04/02/2026, 3:59:44 PM",900001003
GRNJ,Filled,40 @ 2.525,Buy 40 Shares @ Market to Open,--,"04/02/2026, 12:12:42 PM",900001003
PPLT,Filled,6 @ 17.921,Sell 6 Shares @ Market to Close,--,"04/02/2026, 12:11:45 PM",900001003
GDMN,Filled,15 @ 10.257,Buy 15 Shares @ 10.257 Limit to Open,--,"04/02/2026, 12:11:17 PM",900001003
GRNY,Filled,25 @ 2.394,Sell 25 Shares @ Market to Close,--,"04/02/2026, 12:10:03 PM",900001003
VOOV,Filled,5 @ 20.368,Sell 5 Shares @ Market to Close,--,"04/02/2026, 12:09:00 PM",900001003
CRDO,Filled,3 @ 10.131,Sell 3 Shares @ Market to Close,--,"04/02/2026, 12:07:35 PM",900001003
GDMN,Canceled,--,Buy 20 Shares @ 9.123 Limit GTC to Open,--,"04/02/2026, 6:30:17 AM",900001002
OKTA,Open,--,Buy 10 Shares @ 11.901 Limit GTC to Open,14.1,"06/26/2026, 1:55:25 PM",900001001
UNH,Open,--,Sell 25 Shares @ 44.444 Limit GTC to Close,42.55,"06/24/2026, 8:23:14 AM",900001001
PARR,Saved,--,Sell 35 Shares @ Market CLO to Close,5.611,"06/02/2026, 11:29:03 AM",900001001
CRWD,Filled,1 @ 77.868,Sell 1 Share @ Market to Close,76.8,"07/01/2026, 9:57:20 AM",900001001
ARKX,Filled,50 @ 3.403,Buy 50 Shares @ Market to Open,3.416,"07/01/2026, 9:53:39 AM",900001001
IGM,Filled,20 @ 16.212,Buy 20 Shares @ Market to Open,16.148,"07/01/2026, 9:53:04 AM",900001001
IGV,Filled,25 @ 9.256,Buy 25 Shares @ Market to Open,9.37,"07/01/2026, 9:52:25 AM",900001001
EZPW,Filled,75 @ 3.415,Buy 75 Shares @ Market to Open,3.611,"07/01/2026, 9:51:32 AM",900001001
SPMO,Filled,35 @ 15.791,Buy 35 Shares @ Market to Open,15.571,"07/01/2026, 9:51:04 AM",900001001
EMEQ,Filled,50 @ 7.056,Buy 50 Shares @ Market to Open,7.315,"07/01/2026, 9:50:27 AM",900001001
SPCX,Filled,15 @ 16.505,Buy 15 Shares @ Market to Open,15.805,"07/01/2026, 9:49:59 AM",900001001
FN,Filled,5 @ 54.658,Buy 5 Shares @ Market to Open,56.08,"07/01/2026, 9:49:30 AM",900001001
LITE,Filled,5 @ 83.962,Buy 5 Shares @ Market to Open,80.258,"07/01/2026, 9:49:00 AM",900001001
DY,Filled,7 @ 48.693,Buy 7 Shares @ Market to Open,48.847,"07/01/2026, 9:48:21 AM",900001001
CRDO,Filled,15 @ 26.278,Buy 15 Shares @ Market to Open,25.953,"07/01/2026, 9:47:56 AM",900001001
VRT,Filled,10 @ 31.975,Buy 10 Shares @ Market to Open,31.395,"07/01/2026, 9:47:19 AM",900001001
ICHR,Filled,30 @ 10.515,Buy 30 Shares @ Market to Open,11.43,"07/01/2026, 9:46:40 AM",900001001
TTMI,Filled,15 @ 17.775,Buy 15 Shares @ Market to Open,18.199,"07/01/2026, 9:45:46 AM",900001001
STRL,Filled,5 @ 78.27,Buy 5 Shares @ Market to Open,78.8,"07/01/2026, 9:45:15 AM",900001001
NBIS,Filled,15 @ 24.022,Buy 15 Shares @ Market to Open,23.25,"07/01/2026, 9:44:49 AM",900001001
MXL,Filled,75 @ 11.757,Buy 75 Shares @ Market to Open,11.4,"07/01/2026, 9:44:30 AM",900001001
VGSH,Filled,590 @ 5.802,Sell 590 Shares @ Market to Close,5.801,"07/01/2026, 9:43:41 AM",900001001
SPCX,Expired,--,Sell 25 Shares @ 17.345 Limit to Close,--,"06/30/2026, 4:00:09 PM",900001001
ICHR,Filled,25 @ 11.234,Sell 25 Shares @ 11.234 Limit to Close,--,"06/30/2026, 3:01:26 PM",900001001
LITE,Filled,1 @ 84.705,Sell 1 Share @ Market to Close,--,"06/30/2026, 1:07:30 PM",900001002
EZPW,Filled,150 @ 3.409,Sell 150 Shares @ 3.409 Limit to Close,--,"06/30/2026, 1:05:45 PM",900001001
SNDK,Filled,5 @ 220.567,Sell 5 Shares @ 220.567 Limit to Close,--,"06/30/2026, 12:09:40 PM",900001001
BLOX,Filled,150 @ 1.546,Buy 150 Shares @ Market to Open,--,"06/30/2026, 11:42:28 AM",900001001
CRDO,Filled,15 @ 27.197,Sell 15 Shares @ 27.197 Limit to Close,--,"06/30/2026, 11:32:02 AM",900001001
TIGO,Canceled,--,Buy 50 Shares @ Market CLO to Open,--,"06/30/2026, 11:25:42 AM",900001001
TIGO,Filled,50 @ 9.111,Buy 50 Shares @ Market to Open,--,"06/30/2026, 11:25:41 AM",900001001
EMEQ,Canceled,--,Sell 50 Shares @ 7.89 Limit GTC to Close,--,"06/30/2026, 11:24:59 AM",900001001
SNDK,Canceled,--,Sell 5 Shares @ Market CLO to Close,--,"06/30/2026, 11:23:42 AM",900001001
CRDO,Canceled,--,Sell 15 Shares @ Market CLO to Close,--,"06/30/2026, 11:22:46 AM",900001001
NBIS,Filled,5 @ 28.747,Sell 5 Shares @ Market to Close,--,"06/30/2026, 11:22:12 AM",900001001
NBIS,Canceled,--,Sell 5 Shares @ Market CLO to Close,--,"06/30/2026, 11:22:12 AM",900001001
ICHR,Canceled,--,Sell 25 Shares @ Market CLO to Close,--,"06/30/2026, 11:21:28 AM",900001001
MXL,Filled,25 @ 11.544,Buy 25 Shares @ Market to Open,--,"06/30/2026, 11:08:19 AM",900001001
SLV,Filled,60 @ 5.408,Sell 60 Shares @ Market to Close,--,"06/30/2026, 11:04:38 AM",900001001
RTX,Filled,10 @ 18.904,Sell 10 Shares @ Market to Close,--,"06/30/2026, 10:54:29 AM",900001001
CNC,Filled,50 @ 6.412,Buy 50 Shares @ Market to Open,--,"06/30/2026, 10:52:36 AM",900001001
PINE,Filled,150 @ 2.086,Buy 150 Shares @ Market to Open,--,"06/30/2026, 10:51:23 AM",900001001
UBER,Filled,75.393 @ 73.67,Buy 75.393 Shares @ Market to Open,--,"06/30/2026, 10:50:45 AM",900001001
TTMI,Filled,25 @ 19.088,Sell 25 Shares @ Market to Close,--,"06/30/2026, 10:48:40 AM",900001001
FN,Filled,5 @ 55.836,Sell 5 Shares @ Market to Close,--,"06/30/2026, 10:47:35 AM",900001001
BE,Filled,10 @ 29.25,Sell 10 Shares @ Market to Close,--,"06/30/2026, 10:47:08 AM",900001001
CRDO,Filled,25 @ 26.848,Sell 25 Shares @ Market to Close,--,"06/30/2026, 10:46:10 AM",900001001
PSTL,Filled,175 @ 2.475,Buy 175 Shares @ Market to Open,--,"06/30/2026, 10:06:54 AM",900001003
SLV,Filled,14 @ 5.349,Sell 14 Shares @ Market to Close,--,"06/30/2026, 10:06:00 AM",900001003
GDMN,Filled,25 @ 7.183,Buy 25 Shares @ Market to Open,--,"06/30/2026, 10:04:19 AM",900001003
SLV,Filled,11 @ 5.341,Sell 11 Shares @ Market to Close,--,"06/30/2026, 10:03:58 AM",900001003
SGDM,Filled,50 @ 6.185,Sell 50 Shares @ Market to Close,--,"06/30/2026, 10:02:47 AM",900001003
GDE,Filled,20 @ 6.083,Sell 20 Shares @ Market to Close,--,"06/30/2026, 10:01:40 AM",900001003
PINE,Filled,150 @ 2.08,Buy 150 Shares @ Market to Open,2.225,"06/30/2026, 9:52:36 AM",900001001
EWY,Filled,50 @ 19.847,Buy 50 Shares @ Market to Open,18.73,"06/30/2026, 9:48:58 AM",900001001
UNFI,Filled,75 @ 4.619,Buy 75 Shares @ Market CLO to Open,4.568,"06/29/2026, 4:00:04 PM",900001001
CRWV,Filled,30 @ 9.551,Sell 30 Shares @ Market CLO to Close,--,"06/29/2026, 4:00:03 PM",900001001
MKOR,Filled,25 @ 6.446,Sell 25 Shares @ Market CLO to Close,--,"06/29/2026, 4:00:01 PM",900001001
EWY,Filled,10 @ 19.75,Sell 10 Shares @ Market CLO to Close,--,"06/29/2026, 4:00:01 PM",900001001
SMCI,Filled,150 @ 2.815,Sell 150 Shares @ Market CLO to Close,--,"06/29/2026, 4:00:01 PM",900001001
USO,Filled,30 @ 10.708,Sell 30 Shares @ Market CLO to Close,--,"06/29/2026, 4:00:01 PM",900001001
VGSH,Filled,90 @ 5.823,Buy 90 Shares @ Market to Open,--,"06/29/2026, 1:36:17 PM",900001001
GM,Filled,50 @ 7.805,Buy 50 Shares @ Market to Open,--,"06/29/2026, 1:28:13 PM",900001001
GOOG,Filled,20 @ 35.06,Sell 20 Shares @ Market to Close,--,"06/29/2026, 1:25:51 PM",900001001
NLCP,Filled,750 @ 1.592,Buy 750 Shares @ 1.592 Limit to Open,--,"06/29/2026, 1:24:49 PM",900001001
ET,Filled,350 @ 1.907,Buy 350 Shares @ Market to Open,--,"06/29/2026, 1:24:29 PM",900001001
BE,Filled,30 @ 27.578,Sell 30 Shares @ Market to Close,--,"06/29/2026, 1:21:32 PM",900001001
BRK.B,Filled,7 @ 49.606,Buy 7 Shares @ Market to Open,--,"06/29/2026, 1:20:28 PM",900001001
NLCP,Canceled,--,Buy 750 Shares @ 1.591 Limit to Open,--,"06/29/2026, 1:20:08 PM",900001001
NLCP,Canceled,--,Buy 750 Shares @ 1.59 Limit to Open,--,"06/29/2026, 1:17:22 PM",900001001
MSFT,Filled,20 @ 36.975,Buy 20 Shares @ Market to Open,--,"06/29/2026, 1:16:42 PM",900001001
MSFT,Canceled,--,Buy 20 Shares @ Market CLO to Open,--,"06/29/2026, 1:16:42 PM",900001001
MSFT,Filled,20 @ 36.927,Buy 20 Shares @ Market to Open,--,"06/29/2026, 1:16:32 PM",900001001
