"Account All Accounts - 3 accounts Orders, as of 06/16/26 at 07:57 PM EST"
Symbol,Status,Fill,Description,Market,Time,Account
SPCX,Filled,25 @ 196.54,Buy 25 Shares @ 19.654 Limit to Open,20.59,"06/16/2026, 3:46:25 PM",900001001
SPCX,Filled,25 @ 199.99,Buy 25 Shares @ 19.999 Limit to Open,20.59,"06/16/2026, 3:38:30 PM",900001001
SPCX,Filled,25 @ 201.76,Buy 25 Shares @ Market to Open,20.59,"06/16/2026, 3:24:14 PM",900001001
SPCX,Filled,25 @ 201.99,Buy 25 Shares @ 20.199 Limit to Open,20.59,"06/16/2026, 3:16:08 PM",900001001
SPCX,Canceled,--,Buy 25 Shares @ 19.999 Limit to Open,20.59,"06/16/2026, 3:13:31 PM",900001001
SPCX,Filled,50 @ 203.99,Buy 50 Shares @ 20.399 Limit to Open,20.59,"06/16/2026, 3:10:22 PM",900001001
SPCX,Filled,25 @ 206.86,Buy 25 Shares @ 20.686 Limit to Open,20.59,"06/16/2026, 3:04:48 PM",900001001
SPCX,Filled,25 @ 211.40,Buy 25 Shares @ 21.14 Limit to Open,20.59,"06/16/2026, 1:55:49 PM",900001001
SGDM,Filled,200 @ 72.34,Sell 200 Shares @ 7.234 Limit to Close,6.84,"06/16/2026, 1:51:23 PM",900001001
SPCX,Filled,25 @ 217.55,Sell 25 Shares @ 21.755 Limit to Close,20.58,"06/16/2026, 1:03:13 PM",900001001
SPCX,Canceled,--,Sell 25 Shares @ 21.765 Limit to Close,20.58,"06/16/2026, 1:01:15 PM",900001001
SPCX,Canceled,--,Buy 25 Shares @ 20.299 Limit to Open,20.59,"06/16/2026, 1:00:12 PM",900001001
B,Filled,25 @ 42.83,Sell 25 Shares @ Market to Close,4.275,"06/16/2026, 12:49:36 PM",900001001
B,Filled,50 @ 42.83,Sell 50 Shares @ Market to Close,4.275,"06/16/2026, 12:49:02 PM",900001001
UBER,Filled,30 @ 74.05,Sell 30 Shares @ Market to Close,7.325,"06/16/2026, 12:42:29 PM",900001001
PSUS,Filled,20 @ 39.98,Sell 20 Shares @ Market to Close,4.011,"06/16/2026, 12:37:56 PM",900001001
TSLA,Filled,5 @ 404.19,Buy 5 Shares @ Market to Open,40.309,"06/16/2026, 12:35:35 PM",900001001
RTX,Filled,15 @ 185.30,Sell 15 Shares @ Market to Close,18.611,"06/16/2026, 12:34:49 PM",900001001
DDOG,Filled,5 @ 233.83,Buy 5 Shares @ Market to Open,23.1,"06/16/2026, 12:34:04 PM",900001001
VGSH,Filled,100 @ 58.23,Sell 100 Shares @ Market to Close,5.821,"06/16/2026, 12:33:14 PM",900001001
SSRM,Filled,125 @ 31.71,Sell 125 Shares @ Market to Close,3.14,"06/16/2026, 12:27:58 PM",900001001
EWY,Filled,10 @ 207.46,Buy 10 Shares @ Market to Open,20.632,"06/16/2026, 12:25:33 PM",900001001
AUGO,Filled,75 @ 67.35,Sell 75 Shares @ Market to Close,6.1,"06/16/2026, 12:23:20 PM",900001001
PARR,Filled,88 @ 52.38,Sell 88 Shares @ Market to Close,5.106,"06/16/2026, 12:21:39 PM",900001001
AMD,Filled,10 @ 523.77,Buy 10 Shares @ Market to Open,--,"06/16/2026, 12:14:49 PM",900001001
SPCX,Filled,25 @ 212.55,Sell 25 Shares @ 21.255 Limit to Close,--,"06/16/2026, 12:05:35 PM",900001001
APP,Filled,3 @ 497.74,Buy 3 Shares @ Market to Open,--,"06/16/2026, 10:57:39 AM",900001001
USO,Filled,25 @ 115.63,Buy 25 Shares @ Market to Open,--,"06/16/2026, 10:57:18 AM",900001001
SPCX,Canceled,--,Buy 50 Shares @ 20.499 Limit to Open,--,"06/16/2026, 10:35:28 AM",900001001
SPCX,Canceled,--,Buy 50 Shares @ 20.512 Limit to Open,--,"06/16/2026, 10:33:21 AM",900001001
GDE,Filled,1 @ 65.69,Sell 1 Share @ Market to Close,--,"06/16/2026, 10:29:55 AM",900001002
SPCX,Filled,75 @ 208.99,Buy 75 Shares @ 20.899 Limit to Open,--,"06/16/2026, 10:29:45 AM",900001001
MSFT,Filled,5 @ 392.75,Buy 5 Shares @ Market to Open,--,"06/16/2026, 10:23:55 AM",900001001
DY,Filled,5 @ 486.88,Sell 5 Shares @ Market to Close,--,"06/16/2026, 10:18:05 AM",900001001
IWM,Filled,100 @ 295.71,Sell 100 Shares @ 29.571 Limit to Close,--,"06/16/2026, 10:17:01 AM",900001001
TTMI,Filled,25 @ 207.45,Sell 25 Shares @ Market to Close,--,"06/16/2026, 10:15:53 AM",900001001
BE,Filled,5 @ 294.76,Sell 5 Shares @ Market to Close,--,"06/16/2026, 10:12:29 AM",900001001
CRWV,Filled,30 @ 117.00,Sell 30 Shares @ Market to Close,--,"06/16/2026, 10:11:34 AM",900001001
BVN,Filled,150 @ 35.47,Sell 150 Shares @ Market to Close,--,"06/16/2026, 10:06:07 AM",900001001
BTG,Filled,145 @ 4.59,Sell 145 Shares @ Market to Close,--,"06/16/2026, 10:03:58 AM",900001001
EZPW,Filled,100 @ 31.04,Buy 100 Shares @ Market to Open,--,"06/16/2026, 10:02:16 AM",900001001
SMCI,Filled,75 @ 30.27,Buy 75 Shares @ Market to Open,--,"06/16/2026, 10:01:55 AM",900001001
IGM,Filled,15 @ 164.85,Buy 15 Shares @ Market to Open,--,"06/16/2026, 10:01:29 AM",900001001
VGSH,Filled,100 @ 58.20,Buy 100 Shares @ Market to Open,--,"06/16/2026, 10:00:57 AM",900001001
FN,Filled,5 @ 609.30,Buy 5 Shares @ Market to Open,--,"06/16/2026, 10:00:15 AM",900001001
UNH,Filled,5 @ 407.77,Buy 5 Shares @ Market to Open,--,"06/16/2026, 9:59:46 AM",900001001
ICHR,Filled,25 @ 87.75,Buy 25 Shares @ Market to Open,--,"06/16/2026, 9:59:15 AM",900001001
BRK.B,Filled,5 @ 492.97,Buy 5 Shares @ Market to Open,--,"06/16/2026, 9:58:51 AM",900001001
ARE,Filled,100 @ 52.08,Buy 100 Shares @ Market to Open,--,"06/16/2026, 9:58:20 AM",900001001
TIGO,Filled,50 @ 85.76,Buy 50 Shares @ Market to Open,--,"06/16/2026, 9:57:09 AM",900001001
SPCX,Filled,25 @ 219.63,Sell 25 Shares @ Market to Close,--,"06/16/2026, 9:55:30 AM",900001001
SPCX,Filled,25 @ 213.99,Sell 25 Shares @ 21.399 Limit to Close,--,"06/16/2026, 9:47:21 AM",900001001
SPCX,Filled,5 @ 211.91,Sell 5 Shares @ Market to Close,--,"06/16/2026, 9:44:31 AM",900001001
AMZN,Filled,30 @ 248.03,Sell 30 Shares @ 24.765 Limit GTC to Close,--,"06/16/2026, 9:30:05 AM",900001001
SPCX,Filled,50 @ 198.52,Buy 50 Shares @ 19.876 Limit EXT to Open,--,"06/16/2026, 9:09:47 AM",900001001
SPCX,Filled,100 @ 201.08,Buy 100 Shares @ 20.123 Limit EXT to Open,--,"06/16/2026, 9:06:53 AM",900001001
AUGO,Expired,--,Sell 15 Shares @ 6.868 Limit to Close,--,"06/15/2026, 4:06:31 PM",900001001
TTMI,Expired,--,Sell 10 Shares @ 20.899 Limit to Close,--,"06/15/2026, 4:06:31 PM",900001001
CNSWF,Expired,--,Buy 5 Shares @ 206.789 Limit to Open,--,"06/15/2026, 4:06:31 PM",900001001
KGC,Filled,75 @ 27.34,Buy 75 Shares @ Market CLO to Open,--,"06/15/2026, 4:01:58 PM",900001001
PSTL,Filled,100 @ 23.16,Buy 100 Shares @ Market CLO to Open,--,"06/15/2026, 4:00:31 PM",900001001
SPCX,Expired,--,Buy 50 Shares @ 17.123 Limit to Open,--,"06/15/2026, 4:00:27 PM",900001001
LRN,Filled,30 @ 83.54,Buy 30 Shares @ Market CLO to Open,--,"06/15/2026, 4:00:08 PM",900001001
INCY,Filled,40 @ 101.98,Buy 40 Shares @ Market CLO to Open,--,"06/15/2026, 4:00:08 PM",900001001
AGX,Filled,5 @ 688.87,Sell 5 Shares @ Market CLO to Close,--,"06/15/2026, 4:00:04 PM",900001001
UNFI,Filled,75 @ 50.33,Buy 75 Shares @ Market CLO to Open,--,"06/15/2026, 4:00:04 PM",900001001
BRK.B,Filled,7 @ 495.52,Sell 7 Shares @ Market CLO to Close,--,"06/15/2026, 4:00:03 PM",900001001
AUGO,Filled,75 @ 66.18,Buy 75 Shares @ Market CLO to Open,--,"06/15/2026, 4:00:02 PM",900001001
MDLZ,Filled,50 @ 61.50,Buy 50 Shares @ Market CLO to Open,--,"06/15/2026, 4:00:02 PM",900001001
SGDM,Filled,100 @ 70.61,Buy 100 Shares @ Market CLO to Open,--,"06/15/2026, 4:00:00 PM",900001001
BLOX,Filled,125 @ 17.14,Buy 125 Shares @ Market CLO to Open,--,"06/15/2026, 4:00:00 PM",900001001
SPCX,Filled,5 @ 188.68,Sell 5 Shares @ Market to Close,--,"06/15/2026, 3:46:27 PM",900001001
TTMI,Filled,10 @ 206.52,Sell 10 Shares @ Market to Close,--,"06/15/2026, 3:46:05 PM",900001001
SPCX,Filled,15 @ 187.16,Sell 15 Shares @ Market to Close,--,"06/15/2026, 2:59:53 PM",900001001
CNSWF,Filled,10 @ 2077.77,Buy 10 Shares @ 207.777 Limit GTC to Open,--,"06/15/2026, 2:31:02 PM",900001001
REMX,Filled,25 @ 97.54,Sell 25 Shares @ Market to Close,--,"06/15/2026, 1:21:39 PM",900001001
VTIP,Filled,200 @ 50.35,Buy 200 Shares @ Market to Open,--,"06/15/2026, 1:20:33 PM",900001001
BVN,Filled,75 @ 34.36,Buy 75 Shares @ Market to Open,--,"06/15/2026, 1:20:05 PM",900001001
EMEQ,Canceled,--,Sell 35 Shares @ Market CLO to Close,--,"06/15/2026, 1:17:37 PM",900001001
EMEQ,Filled,35 @ 71.48,Sell 35 Shares @ Market to Close,--,"06/15/2026, 1:17:35 PM",900001001
SPMO,Filled,30 @ 157.77,Sell 30 Shares @ Market to Close,--,"06/15/2026, 1:16:48 PM",900001001
SPMO,Canceled,--,Sell 30 Shares @ Market CLO to Close,--,"06/15/2026, 1:16:48 PM",900001001
FMX,Filled,25 @ 127.17,Buy 25 Shares @ Market to Open,--,"06/15/2026, 1:13:05 PM",900001001
QQQ,Filled,15 @ 743.15,Sell 15 Shares @ Market to Close,--,"06/15/2026, 1:10:52 PM",900001001
SPCX,Filled,25 @ 180.58,Sell 25 Shares @ Market to Close,--,"06/15/2026, 1:05:00 PM",900001001
MSFT,Filled,10 @ 400.69,Sell 10 Shares @ Market to Close,--,"06/15/2026, 12:20:25 PM",900001001
MSFT,Filled,10 @ 400.66,Sell 10 Shares @ Market to Close,--,"06/15/2026, 12:19:40 PM",900001001
CSTM,Filled,150 @ 34.58,Buy 150 Shares @ Market to Open,--,"06/15/2026, 12:18:17 PM",900001001
CSTM,Canceled,--,Buy 150 Shares @ Market CLO to Open,--,"06/15/2026, 12:18:17 PM",900001001
TIGO,Canceled,--,Buy 50 Shares @ Market CLO to Open,--,"06/15/2026, 12:14:11 PM",900001001
TIGO,Filled,50 @ 92.61,Buy 50 Shares @ Market to Open,--,"06/15/2026, 12:14:09 PM",900001001
SPCX,Filled,50 @ 175.72,Sell 50 Shares @ Market to Close,--,"06/15/2026, 12:08:02 PM",900001001
TIGO,Filled,50 @ 92.38,Buy 50 Shares @ Market to Open,--,"06/15/2026, 12:00:40 PM",900001001
IAUM,Filled,175 @ 43.41,Buy 175 Shares @ Market to Open,--,"06/15/2026, 11:59:53 AM",900001001
IAUM,Canceled,--,Buy 175 Shares @ Market CLO to Open,--,"06/15/2026, 11:59:52 AM",900001001
GDMN,Filled,50 @ 87.76,Buy 50 Shares @ Market to Open,--,"06/15/2026, 11:59:05 AM",900001001
IAUM,Filled,50 @ 43.40,Sell 50 Shares @ Market to Close,--,"06/15/2026, 11:22:52 AM",900001001
SPCX,Filled,50 @ 173.89,Sell 50 Shares @ 17.389 Limit to Close,--,"06/15/2026, 11:11:05 AM",900001001
SPCX,Canceled,--,Sell 50 Shares @ 17.399 Limit to Close,--,"06/15/2026, 11:10:04 AM",900001001
SPCX,Canceled,--,Sell 50 Shares @ 17.378 Limit to Close,--,"06/15/2026, 11:09:32 AM",900001001
SPCX,Canceled,--,Sell 50 Shares @ 17.424 Limit to Close,--,"06/15/2026, 11:08:51 AM",900001001
PINE,Filled,495 @ 20.20,Sell 495 Shares @ 2.02 Limit GTC to Close,--,"06/15/2026, 11:05:25 AM",900001001
SOXX,Filled,10 @ 621.45,Sell 10 Shares @ Market to Close,--,"06/15/2026, 10:56:47 AM",900001001
PM,Filled,25 @ 183.04,Buy 25 Shares @ Market to Open,--,"06/15/2026, 10:54:19 AM",900001001
PSTL,Filled,150 @ 23.66,Buy 150 Shares @ Market to Open,--,"06/15/2026, 10:53:50 AM",900001001
CSTM,Filled,100 @ 35.02,Buy 100 Shares @ Market to Open,--,"06/15/2026, 10:53:07 AM",900001001
EWY,Filled,20 @ 208.69,Sell 20 Shares @ 20.869 Limit to Close,--,"06/15/2026, 10:30:00 AM",900001001
CRWV,Filled,25 @ 107.15,Sell 25 Shares @ 10.715 Limit GTC to Close,--,"06/15/2026, 10:29:38 AM",900001001
VGSH,Filled,400 @ 58.23,Buy 400 Shares @ Market to Open,--,"06/15/2026, 10:26:46 AM",900001001
SPCX,Filled,50 @ 170.70,Buy 50 Shares @ 17.07 Limit to Open,--,"06/15/2026, 10:26:30 AM",900001001
ARE,Filled,100 @ 53.35,Buy 100 Shares @ Market to Open,--,"06/15/2026, 10:23:28 AM",900001001
USAR,Filled,100 @ 23.23,Sell 100 Shares @ Market to Close,--,"06/15/2026, 10:22:32 AM",900001001
VGSH,Filled,400 @ 58.23,Buy 400 Shares @ Market to Open,--,"06/15/2026, 10:20:09 AM",900001001
SPMO,Filled,50 @ 156.97,Sell 50 Shares @ Market to Close,--,"06/15/2026, 10:19:35 AM",900001001
SPCX,Filled,29 @ 164.63,Sell 29 Shares @ Market to Close,--,"06/15/2026, 10:19:19 AM",900001001
PM,Filled,25 @ 183.67,Buy 25 Shares @ Market to Open,--,"06/15/2026, 10:15:24 AM",900001001
CNC,Filled,35 @ 63.43,Buy 35 Shares @ Market to Open,--,"06/15/2026, 10:13:59 AM",900001001
SPCX,Filled,100 @ 173.73,Sell 100 Shares @ 17.373 Limit to Close,--,"06/15/2026, 10:11:00 AM",900001001
FN,Filled,5 @ 631.21,Sell 5 Shares @ Market to Close,--,"06/15/2026, 10:04:19 AM",900001001
COPJ,Filled,75 @ 44.98,Sell 75 Shares @ Market to Close,--,"06/15/2026, 10:02:07 AM",900001001
USAR,Filled,200 @ 23.47,Sell 200 Shares @ Market to Close,--,"06/15/2026, 9:53:02 AM",900001001
CDE,Filled,225 @ 18.95,Sell 225 Shares @ 1.895 Limit to Close,--,"06/15/2026, 9:51:46 AM",900001001
NEXA,Filled,300 @ 14.68,Sell 300 Shares @ Market to Close,--,"06/15/2026, 9:50:58 AM",900001001
KGC,Filled,100 @ 27.59,Sell 100 Shares @ Market to Close,--,"06/15/2026, 9:50:36 AM",900001001
GDMN,Filled,50 @ 88.15,Buy 50 Shares @ Market to Open,--,"06/15/2026, 9:49:52 AM",900001001
SIL,Filled,25 @ 88.40,Sell 25 Shares @ Market to Close,--,"06/15/2026, 9:49:20 AM",900001001
GDMN,Filled,100 @ 88.48,Sell 100 Shares @ 8.799 Limit to Close,--,"06/15/2026, 9:47:22 AM",900001001
AUGO,Filled,25 @ 69.45,Sell 25 Shares @ Market to Close,--,"06/15/2026, 9:38:58 AM",900001001
SPCX,Filled,50 @ 169.85,Sell 50 Shares @ Market to Close,--,"06/15/2026, 9:36:01 AM",900001001
SPCX,Filled,50 @ 169.71,Buy 50 Shares @ 16.971 Limit to Open,--,"06/15/2026, 9:35:47 AM",900001001
AGX,Filled,10 @ 666.01,Buy 10 Shares @ Market to Open,--,"06/15/2026, 9:33:22 AM",900001001
AMZN,Filled,100 @ 245.00,Buy 100 Shares @ Market to Open,--,"06/15/2026, 9:30:55 AM",900001001
MSFT,Filled,25 @ 396.65,Buy 25 Shares @ Market to Open,--,"06/15/2026, 9:30:38 AM",900001001
QQQ,Filled,35 @ 738.19,Buy 35 Shares @ Market to Open,--,"06/15/2026, 9:30:37 AM",900001001
SGDM,Filled,50 @ 70.65,Buy 50 Shares @ Market to Open,--,"06/15/2026, 9:30:36 AM",900001003
IBIT,Filled,150 @ 37.82,Buy 150 Shares @ Market to Open,--,"06/15/2026, 9:30:22 AM",900001001
SGDM,Filled,200 @ 70.65,Buy 200 Shares @ Market to Open,--,"06/15/2026, 9:30:22 AM",900001001
CRDO,Filled,15 @ 263.00,Buy 15 Shares @ Market to Open,--,"06/15/2026, 9:30:20 AM",900001001
IWM,Filled,100 @ 296.64,Buy 100 Shares @ Market to Open,--,"06/15/2026, 9:30:14 AM",900001001
SPCX,Filled,50 @ 169.91,Buy 50 Shares @ 16.991 Limit EXT to Open,--,"06/15/2026, 9:14:05 AM",900001001
SPCX,Canceled,--,Buy 50 Shares @ 16.876 Limit EXT to Open,--,"06/15/2026, 9:14:05 AM",900001001
SGDM,Filled,200 @ 71.13,Buy 200 Shares @ 7.171 Limit EXT to Open,--,"06/15/2026, 9:11:32 AM",900001001
SPCX,Canceled,--,Buy 50 Shares @ 16.979 Limit to Open,--,"06/15/2026, 9:08:05 AM",900001001
SPCX,Canceled,--,Buy 50 Shares @ 16.876 Limit to Open,--,"06/15/2026, 9:06:00 AM",900001001
IWM,Filled,100 @ 297.26,Buy 100 Shares @ 29.726 Limit EXT to Open,--,"06/15/2026, 9:04:55 AM",900001001
SGDM,Canceled,--,Buy 150 Shares @ Market to Open,--,"06/15/2026, 8:58:27 AM",900001001
SGDM,Canceled,--,Buy 350 Shares @ 7.019 Limit EXT to Open,--,"06/15/2026, 8:58:01 AM",900001001
SPCX,Expired,--,Buy 200 Shares @ 14.999 Limit EXT to Open,--,"06/12/2026, 8:07:08 PM",900001001
SPCX,Filled,100 @ 167.19,Buy 100 Shares @ 16.719 Limit EXT to Open,--,"06/12/2026, 7:36:12 PM",900001001
SPCX,Canceled,--,Buy 200 Shares @ 15.999 Limit EXT to Open,--,"06/12/2026, 6:14:26 PM",900001001
SPCX,Canceled,--,Buy 150 Shares @ 15.623 Limit EXT to Open,--,"06/12/2026, 6:11:50 PM",900001001
SPCX,Filled,50 @ 165.99,Sell 50 Shares @ 16.599 Limit EXT to Close,--,"06/12/2026, 5:32:51 PM",900001001
SPCX,Expired,--,Buy 50 Shares @ 15.807 Limit to Open,--,"06/12/2026, 4:06:29 PM",900001001
SPCX,Expired,--,Buy 100 Shares @ 15.389 Limit to Open,--,"06/12/2026, 4:06:29 PM",900001001
SPCX,Filled,50 @ 162.34,Buy 50 Shares @ 16.234 Limit EXT to Open,--,"06/12/2026, 4:02:00 PM",900001001
SPCX,Expired,--,Sell 50 Shares @ 16.299 Limit to Close,--,"06/12/2026, 4:00:11 PM",900001001
FN,Filled,5 @ 611.01,Sell 5 Shares @ Market CLO to Close,--,"06/12/2026, 4:00:11 PM",900001001
SPCX,Expired,--,Buy 50 Shares @ 15.999 Limit to Open,--,"06/12/2026, 4:00:09 PM",900001001
AGX,Filled,5 @ 641.68,Sell 5 Shares @ Market CLO to Close,--,"06/12/2026, 4:00:06 PM",900001001
AUGO,Filled,35 @ 60.89,Sell 35 Shares @ Market CLO to Close,--,"06/12/2026, 4:00:03 PM",900001001
SPCX,Canceled,--,Sell 50 Shares @ 16.399 Limit GTC to Close,--,"06/12/2026, 3:56:53 PM",900001001
SPCX,Canceled,--,Sell 50 Shares @ 16.499 Limit GTC to Close,--,"06/12/2026, 3:56:21 PM",900001001
SPCX,Filled,50 @ 161.51,Sell 50 Shares @ Market to Close,--,"06/12/2026, 3:36:04 PM",900001001
SPCX,Filled,150 @ 161.78,Sell 150 Shares @ 16.178 Limit to Close,--,"06/12/2026, 3:35:05 PM",900001001
SPCX,Filled,50 @ 159.35,Buy 50 Shares @ Market to Open,--,"06/12/2026, 3:32:35 PM",900001001
SPCX,Canceled,--,Sell 50 Shares @ 16.499 Limit to Close,--,"06/12/2026, 3:30:19 PM",900001001
SPCX,Canceled,--,Sell 50 Shares @ 16.706 Limit to Close,--,"06/12/2026, 3:27:01 PM",900001001
SPCX,Filled,50 @ 162.99,Buy 50 Shares @ 16.299 Limit to Open,--,"06/12/2026, 3:21:38 PM",900001001
SPCX,Canceled,--,Sell 50 Shares @ 16.726 Limit to Close,--,"06/12/2026, 3:17:18 PM",900001001
SPCX,Canceled,--,Sell 100 Shares @ 17.085 Limit to Close,--,"06/12/2026, 3:10:04 PM",900001001
SPCX,Filled,50 @ 166.27,Buy 50 Shares @ 16.666 Limit to Open,--,"06/12/2026, 3:08:21 PM",900001001
SPCX,Canceled,--,Buy 100 Shares @ 15.899 Limit to Open,--,"06/12/2026, 2:42:42 PM",900001001
SPCX,Canceled,--,Buy 100 Shares @ 16.123 Limit to Open,--,"06/12/2026, 2:41:50 PM",900001001
SPCX,Filled,100 @ 169.59,Sell 100 Shares @ Market to Close,--,"06/12/2026, 2:39:37 PM",900001001
SPCX,Canceled,--,Sell 100 Shares @ 17.389 Limit to Close,--,"06/12/2026, 2:39:37 PM",900001001
MSFT,Filled,10 @ 387.49,Buy 10 Shares @ Market to Open,--,"06/12/2026, 2:27:01 PM",900001001
BTG,Filled,1000 @ 4.22,Sell 1000 Shares @ Market to Close,--,"06/12/2026, 2:26:10 PM",900001001
SPCX,Filled,200 @ 169.99,Sell 200 Shares @ 16.999 Limit to Close,--,"06/12/2026, 2:24:27 PM",900001001
SPCX,Filled,200 @ 167.83,Buy 200 Shares @ Market to Open,--,"06/12/2026, 2:20:36 PM",900001001
SPCX,Filled,100 @ 167.12,Buy 100 Shares @ Market to Open,--,"06/12/2026, 2:18:29 PM",900001001
SPCX,Filled,300 @ 165.60,Sell 300 Shares @ Market to Close,--,"06/12/2026, 2:17:20 PM",900001001
SPCX,Canceled,--,Sell 100 Shares @ 155.55 Stop 144.02 Limit to Close,--,"06/12/2026, 2:15:43 PM",900001001
SPCX,Filled,50 @ 168.28,Buy 50 Shares @ Market to Open,--,"06/12/2026, 2:15:19 PM",900001001
BE,Filled,10 @ 259.17,Sell 10 Shares @ Market to Close,--,"06/12/2026, 2:09:44 PM",900001001
MXL,Filled,100 @ 84.86,Sell 100 Shares @ Market to Close,--,"06/12/2026, 2:07:49 PM",900001001
SPCX,Filled,100 @ 170.55,Buy 100 Shares @ 17.055 Limit to Open,--,"06/12/2026, 2:07:26 PM",900001001
SPCX,Canceled,--,Buy 100 Shares @ 16.799 Limit to Open,--,"06/12/2026, 2:06:29 PM",900001001
CRWV,Filled,25 @ 103.46,Sell 25 Shares @ Market to Close,--,"06/12/2026, 2:05:18 PM",900001001
CRWV,Filled,25 @ 103.16,Sell 25 Shares @ Market to Close,--,"06/12/2026, 2:04:52 PM",900001001
SPCX,Filled,50 @ 173.02,Sell 50 Shares @ 17.302 Limit to Close,--,"06/12/2026, 2:03:59 PM",900001001
SPCX,Canceled,--,Sell 200 Shares @ 145.55 Stop 144.02 Limit to Close,--,"06/12/2026, 2:01:36 PM",900001001
SPCX,Canceled,--,Buy 100 Shares @ 17.012 Limit to Open,--,"06/12/2026, 1:55:05 PM",900001001
SPCX,Canceled,--,Sell 250 Shares @ 145.55 Stop 144.02 Limit to Close,--,"06/12/2026, 1:47:13 PM",900001001
SPCX,Filled,100 @ 172.76,Sell 100 Shares @ Market to Close,--,"06/12/2026, 1:43:32 PM",900001001
SPCX,Canceled,--,Buy 100 Shares @ 16.699 Limit to Open,--,"06/12/2026, 1:41:38 PM",900001001
GDMN,Filled,100 @ 80.99,Sell 100 Shares @ 8.099 Limit to Close,--,"06/12/2026, 1:41:05 PM",900001001
SPCX,Canceled,--,Buy 100 Shares @ 16.678 Limit to Open,--,"06/12/2026, 1:40:57 PM",900001001
SPCX,Filled,50 @ 171.23,Sell 50 Shares @ 17.123 Limit to Close,--,"06/12/2026, 1:35:32 PM",900001001
SPCX,Filled,100 @ 170.19,Buy 100 Shares @ Market to Open,--,"06/12/2026, 1:34:15 PM",900001001
SPCX,Canceled,--,Buy 100 Shares @ 16.699 Limit to Open,--,"06/12/2026, 1:33:21 PM",900001001
SPCX,Filled,100 @ 169.99,Buy 100 Shares @ 16.999 Limit to Open,--,"06/12/2026, 1:31:47 PM",900001001
SPCX,Canceled,--,Sell 216 Shares @ 145.55 Stop 144.02 Limit to Close,--,"06/12/2026, 1:23:57 PM",900001001
SOXX,Filled,7 @ 601.99,Sell 7 Shares @ 60.199 Limit GTC to Close,--,"06/12/2026, 1:22:08 PM",900001001
SPCX,Filled,66 @ 172.94,Sell 66 Shares @ Market to Close,--,"06/12/2026, 12:58:10 PM",900001001
SPCX,Canceled,--,Buy 200 Shares @ 14.999 Limit to Open,--,"06/12/2026, 12:57:45 PM",900001001
SPCX,Filled,100 @ 171.51,Sell 100 Shares @ Market to Close,--,"06/12/2026, 12:57:05 PM",900001001
SPCX,Filled,100 @ 172.19,Buy 100 Shares @ Market to Open,--,"06/12/2026, 12:54:19 PM",900001001
SPCX,Filled,100 @ 169.78,Buy 100 Shares @ Market to Open,--,"06/12/2026, 12:53:23 PM",900001001
